Datetime,Close
2024-06-03 09:30:00-04:00,194.8350067138672
2024-06-03 10:30:00-04:00,194.1300048828125
2024-06-03 11:30:00-04:00,193.28939819335938
2024-06-03 12:30:00-04:00,193.7899932861328
2024-06-03 13:30:00-04:00,193.10000610351562
2024-06-03 14:30:00-04:00,193.35400390625
2024-06-03 15:30:00-04:00,194.08999633789062
2024-06-04 09:30:00-04:00,194.02999877929688
2024-06-04 10:30:00-04:00,194.0500030517578
2024-06-04 11:30:00-04:00,194.47000122070312
2024-06-04 12:30:00-04:00,194.80499267578125
2024-06-04 13:30:00-04:00,195.23500061035156
2024-06-04 14:30:00-04:00,194.5072021484375
2024-06-04 15:30:00-04:00,194.36500549316406
2024-06-05 09:30:00-04:00,195.375
2024-06-05 10:30:00-04:00,196.13999938964844
2024-06-05 11:30:00-04:00,195.9250030517578
2024-06-05 12:30:00-04:00,195.88519287109375
2024-06-05 13:30:00-04:00,196.2050018310547
2024-06-05 14:30:00-04:00,196.139892578125
2024-06-05 15:30:00-04:00,195.89999389648438
2024-06-06 09:30:00-04:00,195.9199981689453
2024-06-06 10:30:00-04:00,195.8350067138672
2024-06-06 11:30:00-04:00,195.6699981689453
2024-06-06 12:30:00-04:00,195.6479949951172
2024-06-06 13:30:00-04:00,195.54449462890625
2024-06-06 14:30:00-04:00,195.39300537109375
2024-06-06 15:30:00-04:00,194.47999572753906
2024-06-07 09:30:00-04:00,194.80999755859375
2024-06-07 10:30:00-04:00,195.6199951171875
2024-06-07 11:30:00-04:00,195.9550018310547
2024-06-07 12:30:00-04:00,196.36000061035156
2024-06-07 13:30:00-04:00,195.8699951171875
2024-06-07 14:30:00-04:00,196.4394989013672
2024-06-07 15:30:00-04:00,196.89999389648438
2024-06-10 09:30:00-04:00,195.6199951171875
2024-06-10 10:30:00-04:00,195.55419921875
2024-06-10 11:30:00-04:00,195.88839721679688
2024-06-10 12:30:00-04:00,195.4250030517578
2024-06-10 13:30:00-04:00,193.16000366210938
2024-06-10 14:30:00-04:00,192.96499633789062
2024-06-10 15:30:00-04:00,193.1300048828125
2024-06-11 09:30:00-04:00,200.89999389648438
2024-06-11 10:30:00-04:00,204.40989685058594
2024-06-11 11:30:00-04:00,204.22500610351562
2024-06-11 12:30:00-04:00,205.0399932861328
2024-06-11 13:30:00-04:00,205.0800018310547
2024-06-11 14:30:00-04:00,205.72999572753906
2024-06-11 15:30:00-04:00,207.13999938964844
2024-06-12 09:30:00-04:00,215.23500061035156
2024-06-12 10:30:00-04:00,217.58009338378906
2024-06-12 11:30:00-04:00,215.35000610351562
2024-06-12 12:30:00-04:00,216.92999267578125
2024-06-12 13:30:00-04:00,218.960205078125
2024-06-12 14:30:00-04:00,217.72999572753906
2024-06-12 15:30:00-04:00,213.1116943359375
2024-06-13 09:30:00-04:00,213.85020446777344
2024-06-13 10:30:00-04:00,213.44500732421875
2024-06-13 11:30:00-04:00,212.10000610351562
2024-06-13 12:30:00-04:00,213.60000610351562
2024-06-13 13:30:00-04:00,213.19000244140625
2024-06-13 14:30:00-04:00,214.33999633789062
2024-06-13 15:30:00-04:00,214.1300048828125
2024-06-14 09:30:00-04:00,213.38999938964844
2024-06-14 10:30:00-04:00,213.59500122070312
2024-06-14 11:30:00-04:00,211.75
2024-06-14 12:30:00-04:00,211.77999877929688
2024-06-14 13:30:00-04:00,212.22500610351562
2024-06-14 14:30:00-04:00,212.3800048828125
2024-06-14 15:30:00-04:00,212.52000427246094
2024-06-17 09:30:00-04:00,216.09140014648438
2024-06-17 10:30:00-04:00,216.3314971923828
2024-06-17 11:30:00-04:00,216.5399932861328
2024-06-17 12:30:00-04:00,217.82000732421875
2024-06-17 13:30:00-04:00,218.35000610351562
2024-06-17 14:30:00-04:00,218.15499877929688
2024-06-17 15:30:00-04:00,216.7100067138672
2024-06-18 09:30:00-04:00,215.30999755859375
2024-06-18 10:30:00-04:00,214.36000061035156
2024-06-18 11:30:00-04:00,213.22000122070312
2024-06-18 12:30:00-04:00,213.66000366210938
2024-06-18 13:30:00-04:00,213.72300720214844
2024-06-18 14:30:00-04:00,214.64999389648438
2024-06-18 15:30:00-04:00,214.3800048828125
2024-06-20 09:30:00-04:00,211.6385955810547
2024-06-20 10:30:00-04:00,209.53500366210938
2024-06-20 11:30:00-04:00,209.52499389648438
2024-06-20 12:30:00-04:00,209.3800048828125
2024-06-20 13:30:00-04:00,210.0399932861328
2024-06-20 14:30:00-04:00,209.67320251464844
2024-06-20 15:30:00-04:00,209.55999755859375
2024-06-21 09:30:00-04:00,210.82009887695312
2024-06-21 10:30:00-04:00,210.82000732421875
2024-06-21 11:30:00-04:00,211.10000610351562
2024-06-21 12:30:00-04:00,210.05999755859375
2024-06-21 13:30:00-04:00,210.84500122070312
2024-06-21 14:30:00-04:00,210.4199981689453
2024-06-21 15:30:00-04:00,207.11000061035156
2024-06-24 09:30:00-04:00,209.0050048828125
2024-06-24 10:30:00-04:00,212.36549377441406
2024-06-24 11:30:00-04:00,210.91000366210938
2024-06-24 12:30:00-04:00,210.0050048828125
2024-06-24 13:30:00-04:00,209.3699951171875
2024-06-24 14:30:00-04:00,208.85899353027344
2024-06-24 15:30:00-04:00,208.14999389648438
2024-06-25 09:30:00-04:00,209.79989624023438
2024-06-25 10:30:00-04:00,209.7100067138672
